A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 33, B : d2, C: ce, D : 94 ,E: 4e, F : 47, G : df 
A : 0c, B : f8, C: d2, D : be ,E: 1b, F : a5, G : 80 
A : 35, B : 19, C: cc, D : ae ,E: 7e, F : 79, G : 4d 
A : 5a, B : 20, C: 03, D : 9a ,E: 0f, F : 03, G : 95 
A : 00, B : 00, C: 00, D : 00 ,E: 17, F : 0b, G : 0b 
A : 0e, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 0d, F : 0c, G : 07 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 23, B : fa, C: f2, D : 98 ,E: 57, F : 2b, G : ab 
A : 00, B : 00, C: 00, D : c2 ,E: 3a, F : 31, G : 18 
A : 36, B : 1b, C: ef, D : c0 ,E: ed, F : ec, G : a7 
A : 50, B : 2b, C: 14, D : d8 ,E: 5e, F : 08, G : aa 
A : 4f, B : 44, C: 13, D : ca ,E: 74, F : 4f, G : c6 
A : 69, B : 59, C: 32, D : 22 ,E: 42, F : 3c, G : a0 
A : 37, B : 16, C: e3, D : c0 ,E: 6c, F : 2a, G : a0 
A : b8, B : a0, C: 8f, D : 8c ,E: 3d, F : 2f, G : a6 
A : f8, B : f6, C: be, D : a2 ,E: 70, F : f9, G : cc 
A : 54, B : 49, C: 3c, D : cc ,E: 6b, F : 4d, G : 45 
A : 37, B : 31, C: 1d, D : 08 ,E: 0a, F : f9, G : 97 
A : 5a, B : 23, C: 02, D : dc ,E: 64, F : 33, G : 90 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 1b, F : 11, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 19, F : 0d, G : 09 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 42, B : d2, C: ad, D : 94 ,E: 4e, F : 47, G : e9 
A : 5a, B : 2b, C: f8, D : be ,E: 1b, F : b1, G : 80 
A : 4b, B : 35, C: 19, D : b8 ,E: 79, F : 4d, G : c9 
A : 20, B : 03, C: a8, D : 9a ,E: 03, F : a9, G : 95 
A : 23, B : fa, C: 99, D : 96 ,E: 57, F : e0, G : ab 
A : 20, B : c2, C: b8, D : 98 ,E: 3a, F : f8, G : c5 
A : 1b, B : ef, C: e9, D : c0 ,E: f8, F : ed, G : ec 
A : 50, B : 14, C: f0, D : d4 ,E: 2d, F : 08, G : aa 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 02, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 17, F : 0a, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 44, B : 13, C: db, D : c4 ,E: 4f, F : e2, G : c6 
A : 62, B : 59, C: 36, D : 32 ,E: 42, F : 40, G : 20 
A : 49, B : 16, C: e3, D : b2 ,E: 77, F : 2a, G : a0 
A : b8, B : a0, C: 8f, D : 8c ,E: 3d, F : 2f, G : 1a 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 0b, F : 05, G : 03 
A : 00, B : 00, C: 00, D : 00 ,E: 19, F : 17, G : 11 
A : 00, B : 00, C: 00, D : 00 ,E: 15, F : 13, G : 10 
A : fe, B : f8, C: f6, D : 94 ,E: 70, F : 11, G : f9 
A : 54, B : 3c, C: a4, D : 88 ,E: 6b, F : 65, G : 43 
A : 66, B : 5c, C: 37, D : 30 ,E: f9, F : 97, G : 91 
A : 39, B : 1b, C: 02, D : dc ,E: 55, F : 33, G : 90 
A : 00, B : 00, C: 00, D : 00 ,E: 0e, F : 09, G : 01 
A : 0e, B : 0d, C: 02, D : 02 ,E: 11, F : 11, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 19, F : 14, G : 09 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 42, B : de, C: d2, D : ae ,E: 4e, F : e9, G : c1 
A : 5a, B : f8, C: e9, D : ce ,E: b1, F : b1, G : 80 
A : 4b, B : 19, C: f2, D : b8 ,E: 79, F : f4, G : c9 
A : 62, B : c0, C: a8, D : 9a ,E: 66, F : 03, G : a9 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 18, F : 0d, G : 09 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 1b, B : fa, C: 97, D : 90 ,E: 57, F : e0, G : d6 
A : 20, B : ed, C: b8, D : b4 ,E: 3a, F : 20, G : c5 
A : ef, B : ea, C: e9, D : d0 ,E: f8, F : ed, G : 89 
A : 50, B : f0, C: d5, D : a8 ,E: 2d, F : 08, G : b6 
A : 44, B : db, C: d0, D : c4 ,E: 4f, F : e2, G : bb 
A : 69, B : 32, C: 16, D : 96 ,E: 58, F : 42, G : 20 
A : e3, B : d3, C: b3, D : a8 ,E: 77, F : 2a, G : 22 
A : 12, B : ce, C: a0, D : 8c ,E: 2f, F : 23, G : 1a 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 18, F : 02, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 17, F : 0a, G : 02 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 41, B : cd, C: ad, D : aa ,E: b0, F : 94, G : 8f 
A : 60, B : 25, C: f2, D : b8 ,E: 79, F : 77, G : 1e 
A : 31, B : ee, C: b7, D : a2 ,E: b4, F : 8c, G : 86 
A : 46, B : 27, C: 0d, D : f4 ,E: 1c, F : 09, G : 93 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 0b, F : 0b, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1c, F : 0c, G : 0a 
A : 27, B : ec, C: 9f, D : 9c ,E: 66, F : 01, G : b5 
A : 2a, B : 22, C: 04, D : be ,E: 4b, F : eb, G : a0 
A : 4f, B : cf, C: ab, D : 96 ,E: d1, F : 95, G : 84 
A : 16, B : e6, C: aa, D : 96 ,E: 7c, F : 4c, G : 8a 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 34, B : 33, C: 08, D : a4 ,E: 46, F : 1b, G : fe 
A : 2c, B : fc, C: b7, D : b6 ,E: 41, F : 14, G : ef 
A : 39, B : 15, C: 14, D : d2 ,E: 68, F : 39, G : a1 
A : 51, B : 38, C: e7, D : de ,E: 57, F : a7, G : 9a 
A : f1, B : df, C: d6, D : ae ,E: d2, F : ca, G : 80 
A : 6d, B : e0, C: d4, D : c0 ,E: 70, F : 16, G : 14 
A : 76, B : 6b, C: 6b, D : 44 ,E: 64, F : 0f, G : bf 
A : 2e, B : 1a, C: d2, D : b8 ,E: 69, F : 4f, G : 4d 
A : 1e, B : fa, C: ad, D : aa ,E: 15, F : b0, G : 94 
A : 00, B : 00, C: 00, D : f2 ,E: 44, F : 17, G : be 
A : 77, B : 53, C: 31, D : b6 ,E: e1, F : 8c, G : 86 
A : 46, B : 0d, C: f4, D : ae ,E: 1c, F : 09, G : 80 
A : 27, B : df, C: ce, D : 9c ,E: 01, F : b5, G : 94 
A : 22, B : 0c, C: 04, D : a4 ,E: 4b, F : f6, G : a0 
A : 57, B : cf, C: ab, D : 96 ,E: 06, F : d1, G : 84 
A : 5a, B : 0f, C: aa, D : 96 ,E: 4c, F : 92, G : 8a 
A : 35, B : 34, C: 2b, D : a4 ,E: 46, F : fe, G : ef 
A : 2c, B : 11, C: fc, D : ee ,E: 41, F : 3f, G : ef 
A : 39, B : 15, C: 14, D : a6 ,E: 68, F : 62, G : 39 
A : 5e, B : 51, C: e7, D : d8 ,E: 57, F : 34, G : a7 
A : f1, B : df, C: d6, D : ca ,E: d2, F : 88, G : 80 
A : 6d, B : 3c, C: d4, D : c0 ,E: 16, F : 14, G : 9b 
A : 6c, B : 6b, C: 6b, D : 36 ,E: 64, F : 0f, G : 92 
A : 2e, B : 1a, C: c1, D : b8 ,E: 69, F : 4d, G : 89 
A : fa, B : cc, C: be, D : aa ,E: 15, F : e0, G : 94 
A : 4d, B : 25, C: 14, D : f2 ,E: 44, F : 17, G : b1 
A : 77, B : 53, C: 1d, D : 0a ,E: e1, F : d4, G : 86 
A : 5b, B : 5a, C: 46, D : ae ,E: 1c, F : 9e, G : 80 
A : 27, B : df, C: ce, D : 9a ,E: 37, F : 01, G : 94 
A : 22, B : 1b, C: 0c, D : a4 ,E: 4b, F : f6, G : be 
A : 57, B : 51, C: 4d, D : ce ,E: 58, F : 06, G : 84 
A : 0f, B : 03, C: aa, D : 94 ,E: e2, F : 92, G : 8a 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 1f, F : 0f, G : 05 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 14, F : 0d, G : 07 
A : 2b, B : ab, C: a5, D : 98 ,E: fe, F : ef, G : d7 
A : 31, B : 18, C: fc, D : ee ,E: 3f, F : ef, G : 85 
A : 39, B : 1b, C: 14, D : ec ,E: 62, F : 39, G : f4 
A : 5e, B : 14, C: e7, D : d8 ,E: 34, F : ed, G : a7 
A : 00, B : 00, C: 00, D : 00 ,E: 08, F : 07, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 4f, B : f1, C: d6, D : ca ,E: 88, F : 87, G : 80 
A : 3c, B : 22, C: d4, D : a0 ,E: 16, F : 0b, G : 9b 
A : 6c, B : 6b, C: 37, D : 16 ,E: 64, F : 33, G : 92 
A : 1a, B : c1, C: b8, D : b8 ,E: 69, F : 1b, G : 89 
A : fe, B : fa, C: f9, D : cc ,E: 15, F : e0, G : a3 
A : 5a, B : 4d, C: 3c, D : 14 ,E: 6a, F : 64, G : 51 
A : 77, B : 31, C: 1d, D : 0a ,E: 61, F : e1, G : d4 
A : 5a, B : dc, C: af, D : 90 ,E: 6a, F : 9e, G : 80 
A : 47, B : df, C: d2, D : ce ,E: 63, F : 37, G : 94 
A : 0c, B : f8, C: a5, D : 84 ,E: 02, F : f6, G : be 
A : 79, B : 51, C: 4d, D : ae ,E: 58, F : 06, G : f5 
A : 0f, B : 03, C: 03, D : 94 ,E: e2, F : db, G : 92 
A : 57, B : 2b, C: fa, D : aa ,E: 72, F : ef, G : d7 
A : 31, B : 18, C: ee, D : b8 ,E: 3f, F : 20, G : 85 
A : 1b, B : ed, C: ec, D : bc ,E: 62, F : 0b, G : f4 
A : 50, B : 14, C: 08, D : d8 ,E: 34, F : ed, G : b5 
A : 4f, B : 4f, C: 44, D : ca ,E: 8a, F : 88, G : 87 
A : 69, B : 42, C: 3c, D : 22 ,E: 0b, F : cc, G : 9b 
A : 37, B : 2a, C: 16, D : e2 ,E: 33, F : 27, G : 92 
A : 2f, B : c1, C: b8, D : a6 ,E: 1b, F : fc, G : 89 
A : fe, B : f9, C: f8, D : cc ,E: f4, F : e0, G : a3 
A : 54, B : 4d, C: 45, D : 3c ,E: 6a, F : b1, G : 95 
A : 31, B : 1d, C: 0a, D : f8 ,E: 61, F : d4, G : 92 
A : 5a, B : 33, C: 02, D : dc ,E: 6a, F : 9e, G : 96 
A : 4e, B : 47, C: e9, D : d2 ,E: 63, F : 37, G : 92 
A : 1b, B : f8, C: b1, D : 84 ,E: 14, F : 02, G : be 
A : 51, B : 4d, C: 4b, D : c8 ,E: 58, F : f5, G : 82 
A : 03, B : a9, C: a8, D : 94 ,E: 47, F : e2, G : db 
A : 3a, B : fa, C: e0, D : aa ,E: 72, F : d7, G : ca 
A : 3a, B : f8, C: c5, D : b8 ,E: 20, F : e6, G : 85 
A : f8, B : ed, C: ec, D : e8 ,E: 0b, F : f4, G : e1 
A : 2d, B : 14, C: 08, D : f0 ,E: ed, F : b5, G : 87 
A : 4f, B : 44, C: e2, D : c6 ,E: 1d, F : 8a, G : 87 
A : 42, B : 40, C: 22, D : 20 ,E: 0b, F : cc, G : a8 
A : 2a, B : 16, C: e3, D : b2 ,E: 33, F : 27, G : 97 
A : 2f, B : 1a, C: ce, D : b8 ,E: 1b, F : fc, G : cd 
A : 11, B : fe, C: f9, D : f8 ,E: f4, F : ec, G : a3 
A : 65, B : 54, C: 43, D : 3c ,E: 6a, F : e4, G : 95 
A : 37, B : 31, C: f9, D : 96 ,E: 61, F : 01, G : 92 
A : 33, B : 1b, C: 02, D : dc ,E: 6a, F : 33, G : 96 
A : 4e, B : e9, C: d2, D : c0 ,E: 63, F : a0, G : 92 
A : f8, B : e9, C: b1, D : b0 ,E: 14, F : 02, G : 86 
A : 68, B : 4b, C: f4, D : c8 ,E: 4d, F : f5, G : 82 
A : 62, B : 03, C: a9, D : a8 ,E: 54, F : 47, G : db 
A : 3a, B : 1b, C: fa, D : e0 ,E: 72, F : 12, G : ca 
A : 3a, B : 20, C: c5, D : b8 ,E: 20, F : e6, G : 87 
A : ed, B : e9, C: d1, D : bc ,E: 0b, F : e4, G : e1 
A : 2d, B : 08, C: f0, D : b6 ,E: 7b, F : b5, G : 87 
A : 00, B : 00, C: 00, D : 00 ,E: 1d, F : 17, G : 0a 
A : 0e, B : 0d, C: 02, D : 02 ,E: 0c, F : 08, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 44, B : e2, C: d0, D : c4 ,E: 1d, F : d7, G : 8a 
A : 58, B : 42, C: 20, D : 16 ,E: ac, F : a8, G : a0 
A : 2a, B : 22, C: e3, D : b2 ,E: 27, F : 97, G : 92 
A : 23, B : 1a, C: 12, D : ce ,E: 64, F : fc, G : cd 
A : 00, B : 00, C: 00, D : 00 ,E: 1d, F : 17, G : 0a 
A : 00, B : 00, C: 00, D : 00 ,E: 0c, F : 08, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1f, F : 0c, G : 08 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1c, F : 19, G : 19 
A : 00, B : 00, C: 00, D : 00 ,E: 19, F : 12, G : 0f 
A : 29, B : 1f, C: 0c, D : 08 ,E: 5a, F : 2e, G : 97 
A : f1, B : e5, C: d1, D : b0 ,E: 69, F : db, G : 8e 
A : 5a, B : 19, C: 19, D : 14 ,E: 49, F : 05, G : fa 
A : 72, B : 23, C: 0f, D : ea ,E: 33, F : 0d, G : df 
A : 53, B : 50, C: fa, D : dc ,E: 6c, F : 5c, G : 97 
A : 2b, B : 20, C: f0, D : e6 ,E: f6, F : f3, G : a3 
A : 0b, B : 07, C: 07, D : da ,E: 6c, F : 56, G : 97 
A : 35, B : f3, C: d9, D : 92 ,E: 64, F : d1, G : c0 
A : 4c, B : 24, C: fa, D : 92 ,E: 69, F : 10, G : e6 
A : 00, B : 00, C: 00, D : ce ,E: 64, F : ed, G : bf 
A : 62, B : 3d, C: 13, D : c8 ,E: 01, F : ce, G : c8 
A : 21, B : 1b, C: e0, D : c8 ,E: 6d, F : 3e, G : 89 
A : 30, B : 2e, C: 06, D : f2 ,E: 7f, F : f3, G : b5 
A : 36, B : 26, C: 24, D : 16 ,E: 57, F : 57, G : 15 
A : 42, B : 35, C: 0b, D : f8 ,E: 6d, F : b9, G : b9 
A : 78, B : 69, C: 2b, D : f8 ,E: 56, F : 51, G : e6 
A : 45, B : 1f, C: 08, D : b8 ,E: 5a, F : 2e, G : 14 
A : 3e, B : f5, C: d1, D : b0 ,E: 2f, F : db, G : 8e 
A : 19, B : 14, C: a5, D : 9c ,E: 05, F : fa, G : 8f 
A : 44, B : 0f, C: ea, D : b2 ,E: 33, F : ed, G : df 
A : 50, B : 24, C: 03, D : fa ,E: 6c, F : cf, G : 97 
A : 35, B : 30, C: 2b, D : 06 ,E: b3, F : a3, G : 8f 
A : 44, B : 0b, C: 0b, D : 06 ,E: 7b, F : 6c, G : 56 
A : 35, B : 17, C: 13, D : d8 ,E: d1, F : c0, G : a9 
A : 32, B : 24, C: 93, D : 92 ,E: 10, F : e6, G : 84 
A : 49, B : 18, C: 08, D : e2 ,E: 13, F : ed, G : bf 
A : 3d, B : 0d, C: c9, D : a4 ,E: ff, F : ce, G : c8 
A : 21, B : e0, C: c8, D : be ,E: 3e, F : 91, G : 89 
A : 2e, B : 06, C: f3, D : d2 ,E: 7f, F : f3, G : c4 
A : 24, B : 16, C: f6, D : 9e ,E: 57, F : 3c, G : f5 
A : 4d, B : 42, C: 35, D : 0a ,E: 6d, F : 44, G : b9 
A : 78, B : 2b, C: f9, D : dc ,E: 51, F : 3c, G : e6 
A : 45, B : 1f, C: fb, D : e2 ,E: 2e, F : 14, G : e1 
A : 3e, B : 33, C: d1, D : b0 ,E: 65, F : 2f, G : db 
A : bf, B : a5, C: 9d, D : 8e ,E: 5b, F : fa, G : 8f 
A : 44, B : 1e, C: 0f, D : b2 ,E: ed, F : e1, G : df 
A : 24, B : 03, C: fa, D : dc ,E: 6c, F : 2d, G : cf 
A : 76, B : 15, C: 10, D : 0a ,E: 31, F : a3, G : 8f 
A : 0b, B : 0b, C: 07, D : c4 ,E: 7b, F : 6c, G : e4 
A : 17, B : 13, C: c8, D : b4 ,E: d1, F : ca, G : a9 
A : 32, B : 11, C: 93, D : 92 ,E: 10, F : 8d, G : 84 
A : 18, B : 08, C: ee, D : e2 ,E: 13, F : 01, G : ed 
A : 3d, B : 0d, C: de, D : be ,E: ff, F : ff, G : ce 
A : e0, B : c8, C: c8, D : b4 ,E: 3e, F : 91, G : 87 
A : 2e, B : 06, C: df, D : d2 ,E: 7f, F : c4, G : a2 
A : 24, B : 20, C: f6, D : 9e ,E: 3c, F : f5, G : aa 
A : 6e, B : 4d, C: 42, D : 02 ,E: 6d, F : 44, G : a7 
A : 15, B : f9, C: dc, D : 98 ,E: 3c, F : e9, G : e6 
A : 2c, B : fb, C: f5, D : e2 ,E: 61, F : 14, G : e1 
A : 3e, B : 33, C: b6, D : aa ,E: 65, F : 2f, G : d5 
A : 40, B : bf, C: a5, D : 8e ,E: 62, F : 5b, G : 8f 
A : 44, B : 1e, C: fa, D : b2 ,E: ed, F : e1, G : 86 
A : 2b, B : 24, C: 03, D : 02 ,E: 75, F : 2d, G : cf 
A : 76, B : 10, C: 0b, D : d6 ,E: 45, F : 31, G : 8f 
A : 0b, B : 09, C: 09, D : c4 ,E: 7b, F : 47, G : e4 
A : 17, B : 13, C: d2, D : c8 ,E: 20, F : ca, G : a9 
A : 32, B : 11, C: ec, D : c0 ,E: 54, F : 8d, G : 84 
A : 18, B : ee, C: ea, D : e2 ,E: 2c, F : 13, G : 01 
A : de, B : bf, C: be, D : a8 ,E: 52, F : ff, G : ff 
A : f9, B : c8, C: b5, D : a4 ,E: cc, F : 91, G : 87 
A : 36, B : 22, C: df, D : d2 ,E: 3b, F : c4, G : a2 
A : 45, B : 20, C: 1a, D : f6 ,E: 3c, F : c3, G : aa 
A : 6e, B : 4d, C: 11, D : 02 ,E: 44, F : a7, G : 9d 
A : f9, B : dc, C: d3, D : b8 ,E: 3c, F : f8, G : e9 
A : 3b, B : 2c, C: fb, D : f4 ,E: 61, F : 29, G : e1 
A : 33, B : 2a, C: b6, D : aa ,E: 77, F : 65, G : d5 
A : 40, B : 1f, C: f9, D : be ,E: 62, F : 5b, G : 06 
A : 1e, B : 17, C: fa, D : f2 ,E: f2, F : e1, G : 86 
A : 5c, B : 33, C: 2b, D : 02 ,E: 75, F : 2d, G : d3 
A : 0b, B : f5, C: d6, D : c8 ,E: 45, F : 39, G : 31 
A : 09, B : 09, C: c5, D : ac ,E: 47, F : e4, G : ba 
A : fe, B : f5, C: d2, D : c8 ,E: 27, F : 20, G : ca 
A : 30, B : 11, C: 0c, D : ec ,E: 54, F : fd, G : 8d 
A : 4a, B : ee, C: ea, D : 8c ,E: 00, F : 00, G : 00 
A : e6, B : de, C: bf, D : be ,E: 52, F : ff, G : a3 
A : 58, B : f9, C: c8, D : b4 ,E: fa, F : cc, G : 87 
A : 36, B : 22, C: 07, D : f4 ,E: 3b, F : e4, G : a2 
A : 45, B : 22, C: 20, D : 1a ,E: 2b, F : c3, G : aa 
A : 6e, B : 62, C: 11, D : 02 ,E: 0c, F : a7, G : 9d 
A : 15, B : d3, C: cc, D : b8 ,E: f8, F : e9, G : 9b 
A : 3b, B : 2c, C: f5, D : d0 ,E: 61, F : 29, G : 26 
A : 2a, B : 2a, C: b6, D : aa ,E: 77, F : d5, G : ae 
A : 56, B : 40, C: 1f, D : fa ,E: 62, F : 06, G : 8f 
A : 25, B : 17, C: fa, D : f2 ,E: 65, F : f2, G : 86 
A : 5c, B : 33, C: 02, D : ec ,E: 75, F : 26, G : d3 
A : 00, B : 00, C: f5, D : dc ,E: 45, F : 39, G : ec 
A : 38, B : 09, C: 09, D : cc ,E: 47, F : ba, G : 98 
A : fe, B : f5, C: d2, D : c6 ,E: 27, F : 20, G : ae 
A : 49, B : 30, C: 0c, D : ec ,E: 54, F : 4d, G : fd 
A : 64, B : 64, C: ea, D : c4 ,E: 47, F : 44, G : 2c 
A : 34, B : 0b, C: e6, D : be ,E: 52, F : e1, G : a3 
A : 58, B : 3e, C: f9, D : b0 ,E: 01, F : fa, G : cc 
A : 22, B : 07, C: f4, D : f4 ,E: 75, F : 3b, G : e4 
A : 45, B : 42, C: 1a, D : e4 ,E: 6c, F : 6b, G : 23 
A : 62, B : 1e, C: 11, D : f4 ,E: 15, F : 0c, G : 9d 
A : 11, B : f3, C: d3, D : cc ,E: f8, F : e2, G : 9b 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 0c, F : 0b, G : 03 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 5a, B : 2e, C: 29, D : 98 ,E: 7f, F : 1c, G : cd 
A : f5, B : f1, C: db, D : d0 ,E: 6d, F : 37, G : f8 
A : 49, B : 14, C: 05, D : fa ,E: 2e, F : f1, G : a3 
A : 23, B : 0d, C: ea, D : de ,E: 52, F : fd, G : 8d 
A : 6c, B : 5c, C: 50, D : fa ,E: 6e, F : 33, G : f5 
A : f6, B : f3, C: f0, D : e6 ,E: 4f, F : f9, G : ee 
A : 56, B : 07, C: 07, D : da ,E: 0e, F : eb, G : ac 
A : 35, B : d9, C: d1, D : c0 ,E: b1, F : b0, G : 9b 
A : 69, B : 10, C: fa, D : e6 ,E: 08, F : d4, G : ac 
A : 49, B : 2d, C: 08, D : ec ,E: 3b, F : 23, G : 21 
A : 13, B : 01, C: ce, D : c8 ,E: 5a, F : 28, G : eb 
A : 3e, B : 34, C: 21, D : c8 ,E: 7e, F : 2c, G : 1d 
A : 30, B : 2e, C: f3, D : b4 ,E: 19, F : 0f, G : 06 
A : 57, B : 57, C: 16, D : 14 ,E: 26, F : 23, G : 18 
A : 42, B : 35, C: f9, D : b8 ,E: ca, F : 93, G : 90 
A : 56, B : 51, C: 2b, D : e6 ,E: 49, F : f7, G : a4 
A : 5a, B : 45, C: 2e, D : 14 ,E: 7f, F : cd, G : a2 
A : 2f, B : f5, C: db, D : d0 ,E: 6d, F : f8, G : a1 
A : 05, B : fa, C: 9d, D : 8e ,E: 6a, F : 2e, G : f1 
A : ed, B : ea, C: df, D : b2 ,E: 79, F : fd, G : 8d 
A : 50, B : 03, C: fa, D : ce ,E: 73, F : 6e, G : f5 
A : 10, B : e6, C: b3, D : a2 ,E: 4f, F : ee, G : 83 
A : 6c, B : 56, C: 44, D : 06 ,E: 4e, F : 0e, G : eb 
A : 13, B : d9, C: d1, D : c0 ,E: 4d, F : b1, G : 9b 
A : 10, B : e6, C: 93, D : 92 ,E: 09, F : d4, G : ac 
A : 18, B : 13, C: 08, D : ec ,E: 7b, F : 63, G : 3f 
A : ff, B : ce, C: c9, D : c8 ,E: 5a, F : 28, G : 24 
A : 3e, B : 21, C: c8, D : 90 ,E: 7e, F : 1d, G : 07 
A : 30, B : 2e, C: f3, D : c4 ,E: 19, F : 0f, G : f9 
A : 3c, B : 16, C: f6, D : f4 ,E: 0a, F : 03, G : d8 
A : 44, B : 42, C: 35, D : bc ,E: 45, F : ca, G : 90 
A : 3c, B : 2b, C: e6, D : dc ,E: 49, F : e0, G : a4 
A : 45, B : 2e, C: 14, D : e2 ,E: 7f, F : d5, G : a2 
A : 65, B : 2f, C: db, D : d0 ,E: 6d, F : 6d, G : 61 
A : fa, B : bf, C: 9d, D : 8e ,E: 6a, F : 2e, G : d3 
A : ed, B : e1, C: df, D : b2 ,E: 79, F : 1b, G : 8d 
A : 2d, B : 2b, C: 03, D : fa ,E: 73, F : 30, G : f5 
A : 31, B : 10, C: 0b, D : a2 ,E: 4f, F : e5, G : 83 
A : 6c, B : 44, C: 07, D : e4 ,E: 5e, F : 4e, G : eb 
A : 13, B : d1, C: ca, D : c8 ,E: 4d, F : bb, G : b1 
A : 10, B : 93, C: 92, D : 8c ,E: 0e, F : 09, G : d4 
A : 18, B : 13, C: 08, D : 00 ,E: 23, F : 22, G : bf 
A : ff, B : ff, C: ce, D : be ,E: 5b, F : 28, G : 24 
A : 3e, B : c8, C: c8, D : 90 ,E: 48, F : 1d, G : 07 
A : 2e, B : df, C: c4, D : ac ,E: 54, F : 19, G : f9 
A : 20, B : f6, C: f5, D : aa ,E: 0a, F : d8, G : 80 
A : 44, B : 42, C: 02, D : bc ,E: 45, F : 22, G : 90 
A : e9, B : e6, C: dc, D : 98 ,E: 49, F : e8, G : e0 
A : 45, B : 2c, C: 14, D : e2 ,E: 18, F : d5, G : a2 
A : 65, B : 2f, C: d5, D : aa ,E: 6d, F : fc, G : a1 
A : 5b, B : 40, C: bf, D : 8e ,E: 6a, F : d3, G : 99 
A : ed, B : e1, C: b3, D : 86 ,E: 79, F : 63, G : 1b 
A : 6e, B : 2d, C: 2b, D : 02 ,E: 73, F : 49, G : 30 
A : 31, B : 10, C: 0b, D : ae ,E: 14, F : e5, G : 83 
A : 47, B : 44, C: 09, D : e4 ,E: 5e, F : 4e, G : 13 
A : 13, B : d2, C: ca, D : c8 ,E: 4d, F : e7, G : bb 
A : 11, B : c0, C: 93, D : 8c ,E: 24, F : 0e, G : 09 
A : 2c, B : 18, C: 13, D : 00 ,E: 51, F : 42, G : 3f 
A : ff, B : ff, C: be, D : a8 ,E: 5b, F : 2b, G : 24 
A : f9, B : cc, C: c8, D : 90 ,E: 48, F : 07, G : b1 
A : 36, B : df, C: c4, D : ac ,E: 54, F : f9, G : b5 
A : 20, B : 1a, C: f6, D : c2 ,E: 34, F : 2a, G : 00 
