A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 43, B : 26, C: ef, D : c0 ,E: 49, F : fc, G : 92 , codes_A :  78 
A : 38, B : 35, C: f8, D : f2 ,E: f1, F : e3, G : ca , codes_A : 118 
A : 27, B : 16, C: f8, D : f0 ,E: 01, F : 97, G : 81 , codes_A :  26 
A : 3f, B : 1f, C: cd, D : c0 ,E: 6c, F : e1, G : ab , codes_A :  96 
A : 01, B : c6, C: 98, D : 90 ,E: 59, F : 44, G : 42 , codes_A :  64 
A : 1d, B : fd, C: e0, D : d8 ,E: 1e, F : a3, G : 9f , codes_A :  27 
A : 68, B : 67, C: 65, D : c6 ,E: e7, F : e5, G : ba , codes_A : 115 
A : 5c, B : 3a, C: 38, D : e6 ,E: 34, F : b0, G : 83 , codes_A :  55 
A : 50, B : fd, C: c0, D : bc ,E: 02, F : fa, G : e0 , codes_A :  35 
A : 42, B : 21, C: 19, D : c8 ,E: 6d, F : d1, G : 99 , codes_A :  92 
A : 74, B : 73, C: fd, D : e0 ,E: 00, F : 00, G : 00 , codes_A : 108 
A : 6b, B : 54, C: 4d, D : f8 ,E: 49, F : 17, G : 8a , codes_A :  17 
A : df, B : d9, C: d2, D : d0 ,E: 7d, F : 44, G : 90 , codes_A :  71 
A : 59, B : 35, C: b7, D : a6 ,E: 33, F : ec, G : bc , codes_A :  60 
A : 33, B : 1f, C: c6, D : 9e ,E: 4e, F : f0, G : d2 , codes_A :  83 
A : 46, B : 14, C: 06, D : 9e ,E: cf, F : cc, G : ab , codes_A : 113 
A : 43, B : c1, C: b2, D : aa ,E: 49, F : fc, G : 9a , codes_A :  78 
A : 5d, B : 52, C: 35, D : f8 ,E: f2, F : e3, G : ca , codes_A : 118 
A : f8, B : f1, C: e9, D : de ,E: 4a, F : 97, G : 81 , codes_A :  75 
A : 5a, B : 3f, C: ea, D : c0 ,E: 6c, F : 36, G : ab , codes_A :  51 
A : 25, B : 01, C: c6, D : 90 ,E: 59, F : 44, G : 2b , codes_A :  43 
A : 6a, B : 52, C: fd, D : e0 ,E: 6c, F : a3, G : 9f , codes_A :  91 
A : 67, B : 3a, C: e5, D : c6 ,E: e5, F : bc, G : ba , codes_A : 112 
A : 3a, B : 38, C: 16, D : c0 ,E: 34, F : c0, G : 83 , codes_A :  56 
A : 17, B : fd, C: fc, D : c0 ,E: 02, F : e0, G : 8d , codes_A :  29 
A : 3d, B : 39, C: 19, D : c8 ,E: 6d, F : d1, G : a3 , codes_A :  95 
A : 74, B : 73, C: 66, D : 1c ,E: 49, F : e9, G : 83 , codes_A :  78 
A : 6b, B : 54, C: 13, D : 98 ,E: 49, F : 17, G : a8 , codes_A :  18 
A : 2c, B : df, C: d9, D : d2 ,E: 7d, F : 23, G : 90 , codes_A :  50 
A : 59, B : 35, C: 2a, D : a4 ,E: 33, F : bc, G : 91 , codes_A :  55 
A : 1f, B : 1f, C: 1c, D : 1a ,E: 4e, F : 4b, G : 32 , codes_A :  47 
A : 4c, B : 46, C: 06, D : ea ,E: 35, F : cc, G : ab , codes_A :  59 
A : 29, B : 27, C: c1, D : b2 ,E: 20, F : fc, G : 9a , codes_A :  57 
A : 5d, B : 52, C: 35, D : 34 ,E: 23, F : f2, G : ca , codes_A :  62 
A : f8, B : e9, C: de, D : 9e ,E: 4a, F : c2, G : 97 , codes_A :  77 
A : 5a, B : 3f, C: ea, D : b0 ,E: 6c, F : 36, G : c1 , codes_A :  52 
A : 32, B : 25, C: c6, D : b0 ,E: 44, F : 2b, G : d4 , codes_A :  47 
A : 6f, B : 6a, C: 52, D : fc ,E: 6c, F : 13, G : a3 , codes_A :  23 
A : 64, B : 42, C: 3a, D : e4 ,E: 59, F : bc, G : ba , codes_A :  79 
A : 16, B : 0e, C: d7, D : c0 ,E: 49, F : 34, G : c0 , codes_A :  47 
A : 17, B : 11, C: fd, D : fc ,E: 02, F : 8f, G : 8d , codes_A :  26 
A : 3e, B : 3d, C: 39, D : 1a ,E: f6, F : d1, G : a3 , codes_A : 114 
A : 78, B : 06, C: dd, D : 9e ,E: 49, F : 88, G : 83 , codes_A :  75 
A : 52, B : 13, C: f3, D : 98 ,E: 5c, F : 17, G : a8 , codes_A :  18 
A : 71, B : 2c, C: dc, D : d2 ,E: 7a, F : 23, G : 90 , codes_A :  50 
A : 59, B : 46, C: 2a, D : b2 ,E: 42, F : 33, G : 91 , codes_A :  45 
A : 1f, B : 1f, C: 1b, D : 06 ,E: 2b, F : d2, G : bf , codes_A :  59 
A : 4c, B : 06, C: ea, D : e8 ,E: 35, F : 19, G : cc , codes_A :  13 
A : 27, B : b2, C: b2, D : aa ,E: 6b, F : 20, G : 9a , codes_A :  50 
A : 52, B : 34, C: 27, D : 1c ,E: 23, F : f2, G : 85 , codes_A :  57 
A : 08, B : e9, C: e3, D : de ,E: 4a, F : c2, G : 83 , codes_A :  77 
A : 58, B : 38, C: ea, D : b0 ,E: 36, F : ef, G : c1 , codes_A :  62 
A : 41, B : 33, C: 32, D : 24 ,E: 75, F : 2b, G : d4 , codes_A :  52 
A : 6f, B : 6a, C: 56, D : f4 ,E: 6c, F : 13, G : 90 , codes_A :  22 
A : 42, B : 3a, C: e2, D : b6 ,E: 59, F : 52, G : 3c , codes_A :  46 
A : 0e, B : d7, C: cb, D : c0 ,E: 49, F : c0, G : a8 , codes_A :  80 
A : 17, B : 11, C: fc, D : 98 ,E: a0, F : 8f, G : 8d , codes_A : 101 
A : 3d, B : 39, C: 1a, D : ea ,E: f6, F : a3, G : 94 , codes_A : 106 
A : 16, B : 06, C: 9e, D : 9e ,E: 68, F : 49, G : 88 , codes_A :  71 
A : 19, B : 13, C: f3, D : 86 ,E: 5c, F : 09, G : a8 , codes_A :  18 
A : 2c, B : dc, C: bd, D : a8 ,E: 7a, F : 23, G : 9f , codes_A :  50 
A : 46, B : 2a, C: b3, D : 9e ,E: 42, F : ad, G : 91 , codes_A :  76 
A : 1f, B : 1b, C: 07, D : dc ,E: 5a, F : 4b, G : 3f , codes_A :  46 
A : 69, B : 4c, C: ea, D : e8 ,E: 35, F : 19, G : b9 , codes_A :  12 
A : 27, B : 20, C: b2, D : aa ,E: 6b, F : 20, G : 9b , codes_A :  50 
A : 27, B : 1d, C: ec, D : b6 ,E: 23, F : 97, G : 85 , codes_A :  54 
A : 08, B : e3, C: d4, D : 9e ,E: 20, F : c2, G : 83 , codes_A :  56 
A : 58, B : 38, C: eb, D : b0 ,E: 46, F : ef, G : c1 , codes_A :  83 
A : 41, B : 34, C: 33, D : b0 ,E: 75, F : d5, G : d4 , codes_A :  97 
A : 56, B : 51, C: 36, D : f4 ,E: 13, F : db, G : 90 , codes_A :  28 
A : 64, B : 62, C: 42, D : e2 ,E: 59, F : 52, G : 30 , codes_A :  45 
A : 0e, B : d7, C: cb, D : b0 ,E: 62, F : 49, G : a8 , codes_A :  72 
A : 61, B : 22, C: 11, D : 98 ,E: a0, F : 8f, G : 84 , codes_A : 101 
A : 1a, B : ff, C: eb, D : dc ,E: 30, F : f6, G : 94 , codes_A :  57 
A : 65, B : 16, C: ce, D : 9e ,E: 68, F : 88, G : 87 , codes_A :  90 
A : 19, B : f3, C: d4, D : 8a ,E: 66, F : 5c, G : 09 , codes_A :  16 
A : 74, B : dc, C: c8, D : bc ,E: 7a, F : 39, G : 9f , codes_A :  50 
A : 60, B : 46, C: f2, D : b2 ,E: 42, F : de, G : ad , codes_A :  80 
A : 12, B : 07, C: dd, D : bc ,E: 5a, F : cf, G : bf , codes_A :  80 
A : 69, B : 43, C: e9, D : be ,E: 19, F : f2, G : b9 , codes_A :  32 
A : 20, B : dd, C: b2, D : aa ,E: 6b, F : c0, G : 9b , codes_A :  92 
A : 1d, B : ec, C: b6, D : b0 ,E: 97, F : 90, G : 85 , codes_A : 100 
A : 12, B : 08, C: 01, D : e2 ,E: 20, F : ed, G : 83 , codes_A :  57 
A : 58, B : 38, C: eb, D : d6 ,E: 46, F : ef, G : ea , codes_A :  84 
A : 4f, B : 34, C: 33, D : d8 ,E: 75, F : d5, G : 93 , codes_A :  92 
A : 51, B : 36, C: f5, D : d4 ,E: 52, F : db, G : 90 , codes_A :  77 
A : 6f, B : 6d, C: 62, D : e2 ,E: 6e, F : 32, G : 90 , codes_A :  50 
A : 57, B : 1a, C: cb, D : b0 ,E: 62, F : d3, G : a8 , codes_A :  95 
A : 71, B : 22, C: 9d, D : 98 ,E: 66, F : a0, G : 84 , codes_A :  91 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  77 
A : 0f, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 , codes_A :  50 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  95 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  91 
A : 42, B : e8, C: da, D : 98 ,E: 41, F : ad, G : ab , codes_A :  79 
A : 39, B : 11, C: fd, D : e8 ,E: 00, F : 00, G : 00 , codes_A : 106 
A : 49, B : 40, C: fd, D : f8 ,E: ee, F : b7, G : 9a , codes_A : 106 
A : 44, B : d9, C: d0, D : c4 ,E: 5b, F : f4, G : bd , codes_A :  81 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  79 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A : 106 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A : 106 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  81 
A : 35, B : 32, C: ec, D : bc ,E: 2a, F : ec, G : 9a , codes_A :  57 
A : fe, B : f0, C: c6, D : bc ,E: 22, F : 04, G : bf , codes_A :  12 
A : 14, B : 10, C: 01, D : ce ,E: 4f, F : cf, G : ab , codes_A :  80 
A : 26, B : fc, C: c1, D : 96 ,E: 6a, F : 16, G : aa , codes_A :  23 
A : 38, B : f2, C: f1, D : e2 ,E: 35, F : 33, G : 96 , codes_A :  39 
A : 16, B : 01, C: 97, D : 94 ,E: bc, F : b7, G : b6 , codes_A : 112 
A : 6c, B : 1f, C: e1, D : c0 ,E: 15, F : 14, G : d2 , codes_A :   6 
A : 44, B : 42, C: 98, D : 90 ,E: e7, F : df, G : 88 , codes_A : 108 
A : 1e, B : 1d, C: d9, D : a2 ,E: f1, F : ae, G : 8d , codes_A : 106 
A : 68, B : e7, C: e5, D : e4 ,E: 00, F : 00, G : 00 , codes_A : 108 
A : 38, B : 34, C: e7, D : b0 ,E: 6b, F : 44, G : 14 , codes_A :  16 
A : fd, B : fa, C: e0, D : bc ,E: 2e, F : b8, G : 8b , codes_A :  55 
A : 4f, B : 42, C: d1, D : 98 ,E: 1e, F : ad, G : ab , codes_A :  30 
A : 00, B : 00, C: 00, D : fc ,E: 14, F : f2, G : 80 , codes_A :  29 
A : 54, B : 49, C: 17, D : f8 ,E: 77, F : b7, G : 9a , codes_A :  91 
A : 44, B : d9, C: d2, D : d0 ,E: 5b, F : f4, G : 84 , codes_A :  78 
A : 35, B : 33, C: ec, D : bc ,E: 2a, F : ce, G : 9a , codes_A :  56 
A : 1f, B : f0, C: d2, D : c6 ,E: 22, F : 0c, G : 04 , codes_A :   1 
A : 14, B : cf, C: cc, D : aa ,E: cf, F : ab, G : 95 , codes_A : 105 
A : fc, B : c1, C: b2, D : 9a ,E: 6a, F : 5a, G : aa , codes_A :  72 
A : 5d, B : f2, C: f2, D : e2 ,E: 7d, F : 35, G : 96 , codes_A :  50 
A : 4a, B : e9, C: 97, D : 94 ,E: fc, F : ee, G : b7 , codes_A : 115 
A : 6c, B : 5a, C: 36, D : c0 ,E: 6c, F : 15, G : 14 , codes_A :   3 
A : 44, B : 2b, C: 25, D : 90 ,E: e7, F : d8, G : 88 , codes_A : 108 
A : 6a, B : 52, C: d9, D : a2 ,E: f1, F : cb, G : ae , codes_A : 114 
A : 3a, B : e5, C: e5, D : bc ,E: 77, F : c1, G : 91 , codes_A :  92 
A : 38, B : 34, C: 16, D : c0 ,E: 6b, F : 37, G : 14 , codes_A :  10 
A : fd, B : fc, C: e0, D : bc ,E: 2e, F : c1, G : b8 , codes_A :  59 
A : 4f, B : 3d, C: d1, D : a2 ,E: 1e, F : be, G : ab , codes_A :  30 
A : 49, B : 06, C: e9, D : dc ,E: 14, F : f2, G : cd , codes_A :  34 
A : 54, B : 49, C: 17, D : 12 ,E: 77, F : 1d, G : 9a , codes_A :  22 
A : 2c, B : 23, C: d9, D : d2 ,E: 5b, F : 5a, G : 84 , codes_A :  66 
A : 35, B : 33, C: bc, D : 92 ,E: ce, F : 9a, G : 94 , codes_A : 102 
A : 4b, B : 32, C: 1f, D : 1e ,E: 22, F : 0c, G : 85 , codes_A :  11 
A : 35, B : ea, C: cc, D : aa ,E: 51, F : cf, G : 95 , codes_A :  77 
A : 20, B : fc, C: c1, D : b2 ,E: 5a, F : 03, G : aa , codes_A :  18 
A : 5d, B : 27, C: 23, D : f2 ,E: 7d, F : 99, G : 96 , codes_A :  90 
A : e9, B : c2, C: 9e, D : 96 ,E: fc, F : ee, G : 98 , codes_A : 109 
A : 6c, B : 5a, C: 36, D : c0 ,E: 6c, F : 1b, G : 14 , codes_A :   3 
A : 41, B : 2b, C: 25, D : d4 ,E: 14, F : e7, G : d8 , codes_A :  34 
A : 6c, B : 6a, C: 52, D : 12 ,E: 4f, F : f1, G : cb , codes_A :  83 
A : 59, B : 3a, C: e5, D : bc ,E: 77, F : 62, G : 31 , codes_A :  50 
A : 38, B : 34, C: 16, D : d6 ,E: 6b, F : 37, G : 16 , codes_A :  10 
A : 02, B : fd, C: fc, D : 8e ,E: c1, F : b8, G : b8 , codes_A : 111 
A : 3d, B : 1a, C: f6, D : d0 ,E: 1e, F : fe, G : be , codes_A :  32 
A : 06, B : dd, C: 94, D : 88 ,E: 3c, F : 34, G : 0d , codes_A :  13 
A : 5c, B : 52, C: 17, D : 12 ,E: 77, F : 31, G : 1d , codes_A :  10 
A : 2c, B : 23, C: dc, D : d2 ,E: 5a, F : dc, G : 84 , codes_A :  77 
A : 42, B : 33, C: b3, D : 92 ,E: d2, F : ce, G : 94 , codes_A : 107 
A : 2b, B : 1f, C: 1f, D : d2 ,E: 0c, F : f8, G : 85 , codes_A :  29 
A : 19, B : ea, C: e9, D : cc ,E: 51, F : ae, G : 95 , codes_A :  76 
A : 27, B : 20, C: b2, D : aa ,E: 5a, F : 03, G : 82 , codes_A :  17 
A : 27, B : 23, C: 1d, D : f2 ,E: 7d, F : fa, G : 99 , codes_A :  93 
A : 08, B : e9, C: c2, D : 9e ,E: 00, F : 00, G : 00 , codes_A : 106 
A : 58, B : 36, C: ef, D : c0 ,E: 6c, F : 1b, G : bc , codes_A :  23 
A : 51, B : 41, C: 2b, D : 24 ,E: 50, F : 14, G : d8 , codes_A :  19 
A : 6c, B : 6a, C: 13, D : f4 ,E: 4f, F : 44, G : cb , codes_A :  68 
A : 59, B : 52, C: 3c, D : 3a ,E: 77, F : 69, G : 22 , codes_A :  49 
A : 16, B : d7, C: cb, D : c0 ,E: 37, F : 16, G : e3 , codes_A :  14 
A : fc, B : a0, C: 8f, D : 8c ,E: c1, F : b8, G : 8c , codes_A : 105 
A : 1a, B : f6, C: c3, D : a2 ,E: fe, F : f8, G : be , codes_A : 115 
A : 49, B : 16, C: 06, D : 94 ,E: 54, F : 3c, G : cd , codes_A :  47 
A : 52, B : 13, C: 09, D : a8 ,E: 37, F : 31, G : 1d , codes_A :   8 
A : 2c, B : 23, C: dc, D : a8 ,E: 5a, F : 02, G : dc , codes_A :  19 
A : 42, B : b3, C: ad, D : 92 ,E: 79, F : d2, G : 94 , codes_A :  92 
A : 4b, B : 3f, C: 30, D : 1e ,E: 79, F : f8, G : 85 , codes_A :  93 
A : 19, B : ea, C: e9, D : b8 ,E: 51, F : 4b, G : ae , codes_A :  67 
A : 27, B : 20, C: 20, D : aa ,E: 03, F : a8, G : 82 , codes_A :  27 
A : 23, B : 1d, C: b6, D : 96 ,E: 3a, F : fa, G : 99 , codes_A :  57 
A : 08, B : c2, C: 9e, D : 82 ,E: 5a, F : b8, G : 98 , codes_A :  76 
A : 46, B : ef, C: eb, D : c0 ,E: 1b, F : e9, G : bc , codes_A :  32 
A : 51, B : 41, C: 34, D : d4 ,E: 50, F : 14, G : f0 , codes_A :  20 
A : 51, B : 13, C: f5, D : da ,E: 4f, F : 44, G : c5 , codes_A :  68 
A : 64, B : 59, C: 52, D : 30 ,E: 69, F : 62, G : 36 , codes_A :  50 
A : 62, B : 49, C: d7, D : ca ,E: 16, F : e3, G : b3 , codes_A :  32 
A : 11, B : a0, C: 8f, D : 88 ,E: ce, F : b8, G : 8c , codes_A : 105 
A : 1a, B : ff, C: f6, D : c2 ,E: fe, F : f8, G : 95 , codes_A : 109 
A : 16, B : ce, C: 94, D : 88 ,E: 54, F : 3c, G : a4 , codes_A :  46 
A : 5c, B : 52, C: 09, D : 8a ,E: 6a, F : 37, G : 31 , codes_A :  38 
A : 39, B : dc, C: c8, D : a8 ,E: 1b, F : 02, G : dc , codes_A :   6 
A : 42, B : f2, C: de, D : b2 ,E: 79, F : d2, G : ae , codes_A :  95 
A : 30, B : dd, C: cf, D : be ,E: 79, F : f8, G : e9 , codes_A :  99 
A : 19, B : f2, C: e9, D : b8 ,E: 68, F : 4b, G : ae , codes_A :  72 
A : 20, B : dd, C: c0, D : aa ,E: 62, F : a8, G : 82 , codes_A :  91 
A : 1d, B : b6, C: 97, D : 90 ,E: 3a, F : 1b, G : fa , codes_A :  14 
A : 12, B : 08, C: ed, D : 82 ,E: 5a, F : b8, G : b5 , codes_A :  79 
A : 46, B : ef, C: eb, D : ea ,E: e9, F : d1, G : bc , codes_A : 114 
A : 51, B : 4f, C: 34, D : d4 ,E: 50, F : f0, G : a8 , codes_A :  81 
A : 51, B : f5, C: db, D : 90 ,E: 44, F : d0, G : c5 , codes_A :  82 
A : 6e, B : 6d, C: 32, D : e2 ,E: 69, F : 16, G : 96 , codes_A :  22 
A : 62, B : 57, C: d3, D : ca ,E: e3, F : b3, G : a9 , codes_A : 112 
A : 71, B : 66, C: a0, D : 88 ,E: 12, F : ce, G : 8c , codes_A :  28 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  82 
A : 0e, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 , codes_A :  22 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A : 112 
A : 00, B : 00, C: 00, D : 00 ,E: 12, F : 0e, G : 0c , codes_A :  28 
A : 41, B : e8, C: ad, D : aa ,E: 67, F : cd, G : a1 , codes_A :  95 
A : 00, B : 00, C: 00, D : e8 ,E: 60, F : 60, G : 25 , codes_A :  49 
A : 40, B : ee, C: b7, D : 9a ,E: 53, F : 31, G : a3 , codes_A :  46 
A : 5b, B : 44, C: f4, D : c4 ,E: 46, F : 27, G : 0d , codes_A :   9 
A : 2a, B : ec, C: ec, D : bc ,E: 27, F : 9f, G : 9d , codes_A :  54 
A : 22, B : 04, C: fe, D : f0 ,E: 61, F : 2a, G : 95 , codes_A :  50 
A : 01, B : cf, C: cf, D : aa ,E: 57, F : 97, G : 92 , codes_A :  75 
A : 49, B : 16, C: fc, D : aa ,E: e6, F : 96, G : 90 , codes_A : 103 
A : 33, B : f1, C: e3, D : ca ,E: 34, F : 08, G : a5 , codes_A :  12 
A : bc, B : b7, C: b6, D : 96 ,E: 37, F : 2c, G : 8f , codes_A :  39 
A : 15, B : 14, C: e1, D : d2 ,E: 62, F : 39, G : 9a , codes_A :  50 
A : 44, B : 42, C: e7, D : de ,E: 68, F : 51, G : 38 , codes_A :  44 
A : f1, B : ae, C: a3, D : 9e ,E: 2f, F : df, G : d6 , codes_A :  61 
A : 00, B : 00, C: e7, D : e4 ,E: 72, F : 6d, G : d4 , codes_A :  88 
A : 44, B : 34, C: 14, D : b0 ,E: 7d, F : 76, G : 6b , codes_A :  85 
A : 02, B : fa, C: e0, D : b8 ,E: 6d, F : 1a, G : d2 , codes_A :  24 
A : 1e, B : d1, C: ad, D : aa ,E: 67, F : fa, G : a1 , codes_A :  96 
A : f2, B : e9, C: d9, D : 82 ,E: 00, F : 00, G : 00 , codes_A :  44 
A : 49, B : 17, C: b7, D : 9a ,E: 7c, F : 53, G : 31 , codes_A :  44 
A : 5b, B : 44, C: f4, D : 90 ,E: 46, F : 0d, G : af , codes_A :  18 
A : 2a, B : ec, C: ce, D : bc ,E: 27, F : df, G : 9d , codes_A :  56 
A : 22, B : 0c, C: 04, D : f0 ,E: 2a, F : a5, G : 95 , codes_A :  55 
A : cf, B : cc, C: ab, D : aa ,E: 7e, F : 57, G : 97 , codes_A :  71 
A : 5a, B : 49, C: fc, D : aa ,E: 0f, F : 96, G : 90 , codes_A :  26 
A : 35, B : f2, C: e3, D : ca ,E: 34, F : 2b, G : a5 , codes_A :  40 
A : fc, B : ee, C: b7, D : 96 ,E: 37, F : 2c, G : 11 , codes_A :   8 
A : 6c, B : 36, C: 15, D : 14 ,E: 39, F : a7, G : 9a , codes_A :  55 
A : 44, B : 2b, C: e7, D : d8 ,E: 68, F : 5e, G : 51 , codes_A :  65 
A : f1, B : cb, C: ae, D : a2 ,E: 74, F : df, G : d6 , codes_A :  97 
A : e5, B : c1, C: bc, D : ba ,E: 6d, F : 3c, G : d4 , codes_A :  52 
A : 37, B : 34, C: 14, D : c0 ,E: 76, F : 6c, G : 6b , codes_A :  85 
A : 02, B : e0, C: c1, D : b8 ,E: 6d, F : 1a, G : a6 , codes_A :  23 
A : 00, B : 00, C: 00, D : 00 ,E: 1a, F : 0c, G : 01 , codes_A : 114 
A : 0e, B : 0d, C: 02, D : 02 ,E: 1a, F : 0d, G : 05 , codes_A :  43 
A : 00, B : 00, C: 00, D : 00 ,E: 1c, F : 13, G : 0a , codes_A :  16 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  72 
A : 1e, B : d1, C: be, D : aa ,E: fa, F : cc, G : a1 , codes_A : 114 
A : 14, B : f2, C: e9, D : cc ,E: 5a, F : 4d, G : 25 , codes_A :  43 
A : 49, B : 1d, C: 17, D : a8 ,E: 7c, F : 53, G : 0a , codes_A :  16 
A : 5b, B : 5a, C: 23, D : 90 ,E: 64, F : 46, G : af , codes_A :  72 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  47 
A : 0e, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 , codes_A :  12 
A : 00, B : 00, C: 00, D : 00 ,E: 1e, F : 17, G : 0d , codes_A :  65 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  26 
A : ce, B : bc, C: 9a, D : 94 ,E: 47, F : 27, G : df , codes_A :  47 
A : 2b, B : 22, C: 0c, D : d2 ,E: 2a, F : 1b, G : a5 , codes_A :  12 
A : 35, B : cf, C: cc, D : aa ,E: 7e, F : 57, G : 4d , codes_A :  65 
A : 20, B : 03, C: fc, D : aa ,E: 0f, F : 95, G : 90 , codes_A :  26 
A : 23, B : f2, C: ca, D : 98 ,E: 2b, F : ab, G : a5 , codes_A :  58 
A : fc, B : ee, C: c2, D : 98 ,E: 37, F : 31, G : 18 , codes_A :  14 
A : 6c, B : 36, C: 1b, D : 14 ,E: 39, F : ec, G : a7 , codes_A :  60 
A : 2b, B : 14, C: e7, D : d8 ,E: 68, F : 5e, G : aa , codes_A :  72 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  97 
A : 0e, B : 0d, C: 02, D : 02 ,E: 1c, F : 14, G : 00 , codes_A :  59 
A : 00, B : 00, C: 00, D : 00 ,E: 16, F : 0c, G : 00 , codes_A :  87 
A : 00, B : 00, C: 00, D : 00 ,E: 1d, F : 1a, G : 06 , codes_A :  12 
A : 4f, B : 13, C: f1, D : ca ,E: 74, F : d6, G : c6 , codes_A :  97 
A : 62, B : 59, C: 31, D : bc ,E: 3c, F : d4, G : a0 , codes_A :  59 
A : 49, B : 37, C: 34, D : 16 ,E: 76, F : 6c, G : a0 , codes_A :  87 
A : c1, B : b8, C: b8, D : 8e ,E: 3d, F : 1a, G : a6 , codes_A :  12 
A : 00, B : 00, C: 00, D : 00 ,E: 1a, F : 19, G : 0c , codes_A : 118 
A : 0e, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 , codes_A :  65 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  25 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  91 
A : fe, B : f6, C: d1, D : be ,E: fa, F : f9, G : cc , codes_A : 118 
A : 3c, B : 34, C: 0d, D : 88 ,E: 6b, F : 5a, G : 4d , codes_A :  65 
A : 5c, B : 31, C: 1d, D : 16 ,E: 7c, F : 0a, G : f9 , codes_A :  25 
A : 5a, B : 23, C: dc, D : 90 ,E: 64, F : af, G : 90 , codes_A :  91 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  68 
A : 0e, B : 0d, C: 02, D : 02 ,E: 1b, F : 05, G : 00 , codes_A :  27 
A : 00, B : 00, C: 00, D : 00 ,E: 1e, F : 19, G : 0d , codes_A :  70 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   4 
A : 33, B : d2, C: ce, D : 94 ,E: 4e, F : 47, G : df , codes_A :  68 
A : 0c, B : f8, C: d2, D : be ,E: 1b, F : a5, G : 80 , codes_A :  27 
A : 35, B : 19, C: cc, D : ae ,E: 7e, F : 79, G : 4d , codes_A :  70 
A : 5a, B : 20, C: 03, D : 9a ,E: 0f, F : 03, G : 95 , codes_A :   4 
A : 00, B : 00, C: 00, D : 00 ,E: 17, F : 0b, G : 0b , codes_A :  46 
A : 0e, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 , codes_A :  14 
A : 00, B : 00, C: 00, D : 00 ,E: 0d, F : 0c, G : 07 , codes_A : 115 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  18 
A : 23, B : fa, C: f2, D : 98 ,E: 57, F : 2b, G : ab , codes_A :  46 
A : 00, B : 00, C: 00, D : c2 ,E: 3a, F : 31, G : 18 , codes_A :  14 
A : 36, B : 1b, C: ef, D : c0 ,E: ed, F : ec, G : a7 , codes_A : 115 
A : 50, B : 2b, C: 14, D : d8 ,E: 5e, F : 08, G : aa , codes_A :  18 
A : 4f, B : 44, C: 13, D : ca ,E: 74, F : 4f, G : c6 , codes_A :  73 
A : 69, B : 59, C: 32, D : 22 ,E: 42, F : 3c, G : a0 , codes_A :  46 
A : 37, B : 16, C: e3, D : c0 ,E: 6c, F : 2a, G : a0 , codes_A :  51 
A : b8, B : a0, C: 8f, D : 8c ,E: 3d, F : 2f, G : a6 , codes_A :  40 
A : f8, B : f6, C: be, D : a2 ,E: 70, F : f9, G : cc , codes_A :  98 
A : 54, B : 49, C: 3c, D : cc ,E: 6b, F : 4d, G : 45 , codes_A :  65 
A : 37, B : 31, C: 1d, D : 08 ,E: 0a, F : f9, G : 97 , codes_A :  29 
A : 5a, B : 23, C: 02, D : dc ,E: 64, F : 33, G : 90 , codes_A :  50 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  69 
A : 0e, B : 0d, C: 02, D : 02 ,E: 1b, F : 11, G : 00 , codes_A :  27 
A : 00, B : 00, C: 00, D : 00 ,E: 19, F : 0d, G : 09 , codes_A :  73 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  27 
